HR,emotion_total,emotion_polarity,rating,time_difference,vine,verified_purchase,CLI,group
,2,-2,5,4673,0,1,86.26181818,1
,3,3,5,1818804,0,1,,1
,0,0,5,1818804,0,1,101.015,1
,3,3,5,1818804,0,1,100.7127273,1
,1,-1,2,1818804,0,1,92.64,1
,0,0,5,1818804,0,1,86.95,1
,0,0,5,1818804,0,1,117.4133333,1
,8,6,5,1818804,0,1,116.4333333,1
,0,0,3,1818804,0,1,118.84,1
,16,16,5,1818804,0,1,108.3222222,1
,5,5,5,1818804,0,1,97.975,1
,6,2,4,1818804,0,1,98.30333333,1
,3,3,5,1818804,0,1,110.47,1
,2,2,5,1818804,0,1,133.94,1
,12,10,5,1818804,0,1,95.37636364,1
,1,1,5,1818805,0,1,24.76,1
,3,3,5,1818805,0,1,107.64,1
,0,0,3,1818805,0,1,101.72,1
,1,1,5,1818805,0,1,113.44,1
,3,3,4,1818805,0,1,111.99,1
,5,1,4,1818805,0,1,109.1166667,1
,12,12,5,1818805,0,1,83.7675,1
1,7,5,2,1818805,0,1,103.0434783,1
,0,0,5,1818805,0,1,116.1,1
,3,3,5,1818805,0,1,103.2366667,1
1,2,2,1,1818806,0,0,89.98,1
,3,3,5,1818806,0,1,136.78,1
,0,0,5,1818806,0,1,117.4133333,1
0,14,0,1,1818806,0,1,92.77023256,1
,0,0,5,1818806,0,1,110.7781818,1
,2,2,4,1818806,0,1,122.23,1
,3,1,5,1818806,0,1,112.6914286,1
,3,3,5,1818806,0,1,66.28,1
0.333333333,0,0,4,1818806,0,1,154.12,1
,12,12,5,1818806,0,1,123.4882759,1
,7,7,4,1818806,0,1,102.904,1
,2,2,1,1818807,0,1,61.71,1
1,11,5,5,1818807,0,1,115.5111111,1
,7,7,3,1818807,0,1,93.37,1
,0,0,4,1818807,0,1,65.52,1
,6,0,3,1818807,0,1,103.0844444,1
1,0,0,3,1818807,0,1,101.68,1
,6,6,5,1818807,0,1,160.55,1
,0,0,4,1818807,0,1,171.96,1
,12,12,5,1818807,0,1,105.8482759,1
,4,4,5,1818807,0,1,100.9314286,1
0,0,0,5,1818807,0,1,97.68,1
,0,0,5,1818808,0,1,113.51,1
,8,8,5,1818808,0,1,94.80666667,1
,4,4,5,1818808,0,1,93.91555556,1
,11,5,4,1818808,0,1,110.7613115,1
,0,0,4,1818808,0,1,,1
,1,-1,3,1818808,0,1,148.74,1
1,5,5,5,1818808,0,1,121.9457143,1
,0,0,5,1818808,0,1,154.12,1
,2,2,5,1818809,0,1,107.66,1
1,7,7,5,1818809,0,1,116.46,1
,6,6,5,1818809,0,1,93.21777778,1
,5,5,5,1818809,0,1,108.4628571,1
,0,0,5,1818809,0,1,195.48,1
1,9,5,4,1818809,0,1,110.1857143,1
,0,0,3,1818809,0,1,89.96,1
,0,0,5,1818809,0,1,106.8114286,1
,4,4,5,1818809,0,1,97.315,1
,6,2,2,1818809,0,1,113.4830769,1
,3,3,5,1818810,0,1,95.58666667,1
,13,7,4,1818810,0,1,102.0989474,1
,2,2,4,1818810,0,1,93.69333333,1
,2,2,5,1818810,0,1,148.74,1
,10,0,4,1818810,0,1,109.6266667,1
,3,3,3,1818810,0,1,111.3175,1
,0,0,5,1818810,0,1,101.4666667,1
,19,9,5,1818810,0,1,106.6916667,1
,1,1,3,1818810,0,1,75.49818182,1
,3,3,5,1818810,0,1,118.3527273,1
,3,1,5,1818811,0,1,88.24571429,1
,2,2,1,1818811,0,1,92.9,1
1,2,2,2,1818811,0,1,120.835,1
0.333333333,23,19,5,1818811,0,1,78.03351351,1
,5,5,4,1818811,0,1,94.35,1
1,1,-1,1,1818811,0,1,115.4866667,1
,3,3,5,1818811,0,1,107.5466667,1
1,24,18,5,1818811,0,1,98.22162162,1
,4,4,5,1818811,0,1,110.6752941,1
,2,2,5,1818811,0,0,114.9966667,1
,1,-1,1,1818811,0,1,115.9942857,1
,0,0,1,1818811,0,1,125.1866667,1
,0,0,5,1818811,0,1,107.64,1
,5,5,5,1818812,0,1,128.06,1
,3,3,5,1818812,0,1,,1
1,10,10,5,1818812,0,1,91.98666667,1
,18,18,4,1818812,0,1,89.99454545,1
,1,-1,5,1818812,0,1,104.8981818,1
,3,3,5,1818812,0,1,171.96,1
1,2,2,5,1818812,0,1,127.2466667,1
,2,2,5,4753,0,1,102.5828571,1
,3,3,5,4753,0,1,183.72,1
,3,3,5,4753,0,1,,1
,0,0,5,4753,0,1,160.5,1
,8,6,5,4753,0,1,106.8114286,1
,0,0,4,4753,0,1,111.5555556,1
,10,10,4,4753,0,1,108.7058824,1
,0,0,5,4754,0,1,66.18666667,1
1,4,4,5,4754,0,1,101.76,1
1,6,4,4,4754,0,1,109.7818182,1
,4,4,3,4754,0,1,103.7066667,1
,0,0,5,4754,0,1,116.3,1
,0,0,3,4754,0,1,117.4133333,1
1,1,-1,2,4754,0,1,120.8766667,1
,0,0,5,4754,0,1,85.92,1
,0,0,5,4754,0,1,119.4,1
,0,0,5,4754,0,1,101.6666667,1
0,3,3,5,4754,0,1,,1
1,31,15,5,4754,0,0,77.21493976,1
,2,2,5,4754,0,1,45.47333333,1
0,3,3,1,4754,0,1,124.72,1
,8,8,5,4755,0,1,107.66,1
,0,0,5,4755,0,1,86.95,1
,4,2,5,4755,0,1,88.95272727,1
0,13,3,5,4755,0,1,103.9555556,1
,2,2,5,4755,0,1,92.9,1
,0,0,5,4755,0,1,122.3133333,1
,17,11,3,4756,0,1,103.8418605,1
0.5,6,0,1,4756,0,0,78.13333333,1
,2,-2,2,4756,0,1,89.32470588,1
0.929824561,80,2,5,4756,0,1,5.497,1
,3,3,5,4756,0,1,-807.38,1
,6,6,4,4757,0,1,183.72,1
,0,0,3,4757,0,1,110.595,1
0,3,3,5,4757,0,1,,1
,1,-1,3,4757,0,1,107.63,1
,0,0,4,4757,0,1,113.52,1
,0,0,5,4758,0,1,,1
0,0,0,2,4758,0,1,104.59,1
,9,3,4,4758,0,1,102.1914286,1
1,5,3,5,4758,0,1,119.39,1
,5,5,5,4758,0,1,107.64,1
,3,1,4,4758,0,1,93.615,1
,3,3,5,4758,0,1,109.6066667,1
1,9,3,3,4758,0,1,95.89333333,1
,3,3,3,4758,0,1,98.83,1
,1,1,2,4759,0,1,107.3466667,1
,5,5,4,4759,0,1,114.4338462,1
1,5,5,5,4759,0,1,97.3775,1
0.623076923,13,-7,1,4759,0,1,120.0236735,1
,0,0,4,4759,0,1,71.95,1
,0,0,5,4759,0,1,131.1,1
,0,0,5,4759,0,1,113.51,1
0,2,2,5,4759,0,1,142.8266667,1
,3,3,3,4759,0,1,201.56,1
,5,5,5,4759,0,1,119.42,1
,0,0,5,4759,0,1,91.8,1
,12,6,5,4759,0,1,113.52,1
,3,3,4,4760,0,1,103.0844444,1
,8,8,5,4760,0,1,103.2366667,1
,0,0,3,4760,0,1,83.04666667,1
0,0,0,1,4760,0,1,119.3066667,1
1,3,3,5,4760,0,1,171.96,1
,0,0,5,4760,0,1,189.8,1
1,11,11,5,4760,0,1,110.8307692,1
0.5,1,-1,1,4760,0,1,89.88,1
,2,2,5,4760,0,1,90.82285714,1
,4,4,5,4761,0,1,148.44,1
,16,14,5,4761,0,1,111.8728571,1
,0,0,5,4761,0,1,-47,1
1,6,6,5,4761,0,1,94.83272727,1
,3,3,5,4761,0,1,98.71,1
,6,6,5,4761,0,1,103.0844444,1
,3,-3,2,4761,0,1,125.27,1
,0,0,5,4761,0,1,101.75,1
,0,0,5,4761,0,1,189.8,1
,0,0,2,4761,0,1,101.75,1
,5,5,5,4762,0,1,109.6066667,1
,1,1,3,4762,0,1,113.51,1
,5,3,5,4762,0,1,107.66,1
0,3,3,4,4762,0,1,154.32,1
,0,0,4,4762,0,1,125.27,1
,0,0,3,4762,0,1,131.0666667,1
,0,0,5,4762,0,1,160.2,1
,2,0,2,4762,0,1,119.42,1
,4,4,4,4762,0,1,113.5,1
1,9,9,5,4762,0,1,93.21777778,1
,4,2,4,4762,0,1,86.7,1
,6,6,5,4762,0,1,154.62,1
1,7,5,4,4763,0,1,105.7133333,1
,8,8,5,4763,0,1,98.35428571,1
,5,3,5,4763,0,1,94.03090909,1
,3,3,5,4763,0,1,94.92,1
,1,1,5,4763,0,1,113.51,1
,0,0,5,4763,0,1,117.4133333,1
,0,0,4,4763,0,1,154.62,1
1,0,0,1,4763,0,1,116.3,1
1,20,20,4,4763,0,1,109.436,1
,0,0,5,4764,0,1,60.2,1
,2,2,5,4764,0,1,131.1,1
0.75,23,17,5,4764,0,1,101.1733333,1
,1,1,2,4764,0,1,83.79333333,1
,3,-1,5,4764,0,1,87.98,1
,10,8,5,4764,0,1,105.2235294,1
,8,2,4,4764,0,1,95.86,1
,8,8,4,4764,0,0,105.6755556,1
,0,0,5,4764,0,1,131.0666667,1
,0,0,5,4764,0,1,142.36,1
,4,4,4,4764,0,1,92.94,1
,3,3,5,4764,0,1,101.72,1
,2,0,1,4764,0,1,104.6733333,1
,3,3,4,4764,0,1,113.26,1
,5,1,2,4764,0,1,104.3057143,1
,0,0,5,4764,0,1,95.42,1
,3,3,5,4765,0,1,119.4,1
,5,-5,1,4765,0,1,106.3153846,1
,1,1,5,4765,0,1,55.34285714,1
1,0,0,5,4765,0,1,125.2,1
0,2,2,1,4765,0,1,91.47666667,1
1,2,-2,1,4765,0,1,117.9081481,1
,2,-2,5,4765,0,1,89.915,1
,7,7,3,4765,0,1,99.07076923,1
,2,2,3,4765,0,1,111.99,1
,0,0,4,4765,0,1,154.62,1
1,3,3,5,4765,0,1,125.28,1
1,1,1,5,4765,0,1,116.4333333,1
,5,-3,1,4766,0,1,116.5875862,1
,4,2,5,4766,0,1,76.51,1
,0,0,5,4766,0,1,201.56,1
,0,0,5,4766,0,1,154.62,1
1,2,2,1,4766,0,0,107.63,1
,0,0,3,4766,0,1,91.47666667,1
,6,6,5,4766,0,1,106.11,1
0.75,5,5,5,4766,0,1,108.78,1
0,6,0,1,4766,0,1,122.7026087,1
,8,8,5,4766,0,1,114.955,1
,3,3,5,4766,0,1,,1
,9,5,5,4767,0,1,105.7033333,1
,0,0,5,4767,0,1,106.88,1
,0,0,1,4767,0,1,107.63,1
,3,3,5,4767,0,1,201.56,1
,0,0,5,4767,0,0,125.27,1
,3,-3,5,4767,0,1,92.94,1
,3,3,5,4767,0,1,101.675,1
1,5,5,5,4767,0,1,110.47,1
,10,6,4,4767,0,1,90.43142857,1
,6,6,5,4767,0,1,87.06,1
,0,0,5,4767,0,1,124.52,1
1,0,0,2,4767,0,1,117.4133333,1
1,6,2,5,4767,0,1,93.8573913,1
,0,0,5,4767,0,0,98.52,1
,3,3,3,4767,0,1,104.6733333,1
,0,0,5,4768,0,1,102.1914286,1
,3,3,5,4768,0,1,84.04,1
,0,0,5,4768,0,1,117.38,1
,1,1,3,4768,0,1,95.84,1
,3,3,5,4768,0,1,122.5907692,1
,0,0,3,4768,0,1,92.83,1
,0,0,5,4768,0,1,129.1733333,1
,4,-2,1,4768,0,1,122.5907692,1
,5,5,5,4768,0,1,103.56,1
1,6,6,5,4768,0,1,105.6533333,1
,0,0,5,4768,0,1,183.92,1
1,7,5,5,4768,0,1,109.1375,1
,2,2,5,4768,0,1,,1
,2,0,5,4768,0,0,101.79,1
,0,0,5,4768,0,1,100.6866667,1
,3,3,5,4769,0,1,213.32,1
,2,2,5,4769,0,1,125.27,1
,7,5,5,4769,0,1,109.3366038,1
,3,3,5,4769,0,0,93.2,1
,2,2,5,4769,0,1,119.3066667,1
0,0,0,3,4769,0,1,108.3222222,1
,2,2,5,4769,0,1,97.19,1
,0,0,5,4769,0,1,125.28,1
,3,3,5,4769,0,1,148.44,1
,0,0,5,4769,0,1,142.86,1
,24,24,5,4769,0,1,110.7613115,1
,15,15,5,4769,0,0,99.30555556,1
1,6,6,5,4770,0,1,78,1
1,14,14,5,4770,0,1,104.6322581,1
,14,14,5,4770,0,1,106.6248276,1
0,3,3,5,4770,0,1,95.87238095,1
,0,0,5,4770,0,1,88.92666667,1
,0,0,4,4770,0,1,122.3133333,1
,9,3,5,4770,0,1,100.31,1
0.5,4,0,3,4770,0,1,109.11,1
,9,3,5,4770,0,0,95.11473684,1
1,2,-2,5,4770,0,1,79.06,1
1,2,-2,1,4770,0,1,120.3138462,1
,2,2,5,4770,0,1,83.82666667,1
1,6,6,5,4771,0,1,101.4075,1
,0,0,5,4771,0,1,95.58666667,1
,6,2,5,4771,0,1,112.3010526,1
1,8,6,3,4771,0,1,97.11166667,1
,3,3,5,4771,0,1,35.92,1
,2,-2,1,4771,0,1,133.1266667,1
,11,1,4,4771,0,1,104.3057143,1
,18,0,5,4771,0,1,109.4675,1
0,7,1,1,4771,0,1,126.3414286,1
,5,5,1,4771,0,1,101.7090909,1
,15,15,5,4771,0,1,114.3771429,1
,5,-5,2,4771,0,0,111.01,1
,2,2,5,4772,0,1,107.5371429,1
,1,1,4,4772,0,1,119.32,1
,6,2,5,4772,0,1,102.6738462,1
,4,4,5,4772,0,1,98.12,1
0,3,3,5,4772,0,1,110.47,1
,1,-1,4,4772,0,1,101.0847059,1
,0,0,5,4772,0,1,171.96,1
,2,2,5,4772,0,1,183.92,1
,2,2,5,4772,0,1,125.27,1
,0,0,5,4772,0,1,106.8114286,1
,0,0,5,4772,0,1,107.63,1
,0,0,3,4772,0,1,129.2233333,1
,0,0,5,4772,0,1,104.59,1
,2,2,4,4773,0,1,110.105,1
,0,0,5,4773,0,1,64.09333333,1
1,22,22,5,4773,0,1,100.616,1
,6,6,5,4773,0,1,110.16,1
,2,2,4,4773,0,1,89.03777778,1
0.5,7,7,2,4773,0,1,100.0771429,1
1,5,-1,5,4773,0,1,108.98,1
,5,5,5,4773,0,1,74.74,1
1,13,7,5,4773,0,1,111.2375758,1
0.5,2,-2,1,4773,0,1,83.96,1
,8,8,5,4773,0,1,126.6044444,1
,0,0,5,4773,0,1,92.83,1
,5,5,5,1818814,0,1,100.7127273,1
,3,3,5,1818814,0,1,,1
,3,3,5,1818814,0,1,124.4514286,1
,0,0,5,1818814,0,1,160.2,1
,3,3,5,1818814,0,1,,1
,6,6,4,1818814,0,1,201.56,1
,2,2,5,1818814,0,1,121.3666667,1
,0,0,3,1818814,0,1,160.2,1
,0,0,4,1818814,0,1,201.56,1
,45,19,3,1818814,0,1,41.13521127,1
,1,1,3,1818814,0,1,-129.2533333,1
,3,3,5,1818814,0,1,111.5333333,1
,0,0,5,1818814,0,1,189.8,1
,6,6,5,1818814,0,1,142.86,1
,12,8,5,1818814,0,1,96.56222222,1
,5,5,4,1818814,0,1,103.855,1
1,4,4,5,1818814,0,1,85.59666667,1
,3,-3,3,1818814,0,0,92.91333333,1
,0,0,5,1818815,0,1,225.08,1
,12,12,5,1818815,0,1,95.87,1
,3,3,4,1818815,0,1,,1
,2,2,2,1818815,0,1,154.62,1
,0,0,4,1818815,0,1,225.08,1
,0,0,5,1818815,0,1,129.1733333,1
0.833333333,10,2,1,1818815,0,1,113.2704762,1
,10,6,4,1818815,0,1,108.1907143,1
,3,3,5,1818815,0,1,-23.28,1
,3,3,5,1818815,0,1,101.75,1
1,4,4,5,1818815,0,1,131.18,1
,3,3,5,1818815,0,1,160.2,1
,6,6,5,1818815,0,1,111.5333333,1
,2,2,1,1818815,0,0,103.7466667,1
,6,6,5,1818815,0,1,93.86,1
,7,7,5,1818816,0,1,102.6738462,1
,0,0,5,1818816,0,1,111.99,1
0.80952381,6,-4,1,1818816,0,1,98.248,1
0.8,21,3,4,1818816,0,1,65.73183673,1
1,4,0,5,1818816,0,1,101.0442105,1
,12,12,4,1818816,0,1,109.11,1
,3,3,5,1818816,0,1,124.72,1
,0,0,5,1818816,0,1,135.0533333,1
,1,-1,1,1818816,0,1,121.98,1
1,7,-3,5,1818816,0,1,102.1914286,1
,2,-2,4,1818817,0,1,118.3266667,1
,2,2,3,1818817,0,1,120.2228571,1
1,2,2,1,1818817,0,0,105.6173913,1
,5,5,5,1818817,0,1,69.11,1
,2,2,5,1818817,0,1,115.32,1
,0,0,5,1818817,0,1,131.1,1
,8,8,5,1818817,0,1,118.3527273,1
,3,3,5,1818817,0,1,116.46,1
,1,1,5,1818817,0,1,97.19,1
,0,0,5,1818817,0,1,207.44,1
,4,0,3,1818817,0,1,95.63047619,1
,11,7,3,1818817,0,1,109.1852632,1
,0,0,5,1818817,0,1,112.76,1
,0,0,5,1818817,0,1,129.1733333,1
,6,6,5,1818817,0,1,97.84666667,1
,13,3,4,1818818,0,1,102.5723529,1
,3,3,5,1818818,0,1,20.64,1
0.5,14,8,5,1818818,0,1,109.3059259,1
,0,0,5,1818818,0,1,,1
,6,6,5,1818818,0,1,90.02,1
,1,1,5,1818818,0,1,112.775,1
1,12,4,3,1818818,0,1,121.6784615,1
,4,4,4,1818818,0,1,101.6571429,1
,1,-1,5,1818818,0,1,131.16,1
0.5,2,2,3,1818819,0,1,88.55,1
,6,4,4,1818819,0,1,106.8711111,1
,0,0,5,1818819,0,1,29.84,1
,3,3,5,1818819,0,1,213.32,1
,4,4,5,1818819,0,1,113.52,1
1,5,5,5,1818819,0,1,114.9966667,1
,3,3,5,1818819,0,1,86.7,1
1,2,2,4,1818819,0,1,107.64,1
1,4,4,5,1818819,0,1,108.4628571,1
,1,-1,1,1818819,0,1,101.79,1
,7,7,5,1818819,0,1,109.2688889,1
,4,0,3,1818819,0,1,89.97333333,1
,0,0,3,1818819,0,1,116.3,1
,7,7,4,1818819,0,1,101.78,1
1,22,-14,4,1818819,0,1,117.1175758,1
1,0,0,5,1818819,0,1,61.71,1
,3,3,5,1818819,0,1,201.56,1
,10,8,5,1818819,0,1,105.7033333,1
1,0,0,5,1818820,0,1,95.88,1
,11,11,5,1818820,0,1,118.7247059,1
,3,3,5,1818820,0,0,95.8,1
,3,3,5,1818820,0,1,107.63,1
,2,2,5,1818820,0,1,125.28,1
,5,5,3,1818820,0,1,95.8,1
,0,0,5,1818820,0,1,213.32,1
,4,4,5,1818820,0,1,95.91,1
,3,-3,1,1818820,0,1,74.455,1
,4,2,3,1818820,0,1,100.23,1
,10,6,5,1818820,0,1,105.4583333,1
,6,6,5,1818820,0,1,95.75333333,1
,1,1,5,1818821,0,1,123.26,1
,5,5,5,1818821,0,1,125.1866667,1
0.5,4,0,5,1818821,0,1,94.12571429,1
1,5,5,3,1818821,0,1,83.13,1
1,22,6,3,1818821,0,0,108.7781132,1
,0,0,5,1818821,0,1,21.42,1
0.8,19,17,5,1818821,0,1,97.14967742,1
0,0,0,1,1818822,0,1,73.595,1
,3,3,5,1818822,0,1,183.72,1
,0,0,5,1818822,0,1,154.62,1
1,5,1,1,1818822,0,0,105.5870968,1
,3,3,5,1818822,0,1,97.71818182,1
1,8,8,3,4852,0,1,105.9571429,1
,0,0,5,4852,0,0,98.71,1
,19,15,5,4852,0,1,98.94758621,1
,2,0,4,4852,0,1,80.335,1
,4,4,5,4852,0,1,123.2933333,1
0.625,5,3,1,4852,0,1,115.7984615,1
,20,20,5,4852,0,1,102.4355556,1
1,5,5,5,4853,0,1,65.20666667,1
,1,1,1,4853,0,1,107.38,1
,9,9,5,4853,0,1,92.54571429,1
1,1,1,3,4853,0,1,105.6755556,1
,2,2,5,4853,0,1,117.87,1
,0,0,5,4853,0,1,,1
,23,1,1,4853,0,1,98.93025641,1
,6,6,5,4853,0,1,45.39,1
,4,2,2,4853,0,1,107.5466667,1
,23,17,5,4853,0,1,87.51428571,1
1,8,8,5,4853,0,1,102.2072727,1
,0,0,5,4853,0,1,128.06,1
,0,0,5,4854,0,1,154.62,1
,3,3,5,4854,0,1,100.9314286,1
,0,0,5,4854,0,1,122.18,1
,3,3,5,4854,0,1,183.92,1
,0,0,2,4855,0,1,183.92,1
,7,5,5,4855,0,1,84.14,1
,0,0,5,4855,0,1,87.81333333,1
,2,2,4,4855,0,1,183.92,1
,0,0,5,4855,0,1,142.86,1
,0,0,5,4856,0,1,101.6666667,1
,6,6,5,4856,0,1,137.03,1
,3,3,5,4856,0,1,111.5333333,1
,3,3,5,4856,0,1,,1
,13,3,5,4856,0,0,127.668,1
0.954545455,7,-1,5,4856,0,1,112.285,1
1,2,2,1,4856,0,1,83.88,1
,0,0,5,4856,0,1,142.36,1
,6,4,4,4856,0,1,111.5333333,1
0.666666667,3,3,2,4856,0,1,99.96827586,1
,4,4,5,4856,0,1,42.46666667,1
,7,-1,3,4856,0,1,96.94588235,1
0,2,2,1,4856,0,1,103.56,1
,2,2,5,4857,0,1,91.32444444,1
,0,0,5,4857,0,1,154.32,1
1,0,0,1,4857,0,1,129.1733333,1
0,2,-2,2,4857,0,0,105.7033333,1
,3,3,5,4857,0,1,129.63,1
0,3,3,5,4857,0,1,230.96,1
0,0,0,3,4857,0,1,104.3057143,1
0,0,0,5,4857,0,1,95.12,1
,0,0,5,4857,0,1,107.64,1
,6,6,4,4857,0,1,105.6173913,1
1,2,2,3,4857,0,1,95.33090909,1
,2,2,5,4857,0,1,113.26,1
,3,3,5,4858,0,1,201.56,1
,0,0,5,4858,0,1,131.1,1
,0,0,5,4858,0,1,135.0533333,1
,0,0,4,4858,0,1,183.92,1
,0,0,5,4858,0,1,100.9314286,1
,2,2,5,4858,0,1,115.6618182,1
,0,0,3,4858,0,1,104.59,1
,0,0,1,4858,0,1,183.92,1
,4,4,5,4858,0,1,113.4830769,1
1,7,7,3,4858,0,1,115.32,1
,3,3,1,4858,0,1,102.3866667,1
,8,6,5,4858,0,1,115.5066667,1
0.95505618,74,34,5,4858,0,0,7.103116147,1
,0,0,5,4858,0,1,-893.64,1
,0,0,4,4859,0,1,123.2933333,1
1,2,2,5,4859,0,1,116.4234146,1
,0,0,4,4859,0,1,48.18,1
1,19,17,5,4859,0,1,117.4733333,1
1,0,0,5,4859,0,1,82.515,1
,7,7,5,4859,0,1,101.72,1
1,7,1,4,4859,0,1,108.824,1
,6,6,3,4859,0,1,86.98,1
1,2,0,3,4859,0,1,111.34875,1
1,15,15,4,4859,0,1,114.08,1
,0,0,4,4859,0,1,62.78,1
,3,3,5,4860,0,1,104.9507692,1
,5,5,5,4860,0,1,95.78666667,1
1,10,-2,4,4860,0,1,91.94666667,1
,3,3,5,4860,0,1,99.57333333,1
,6,6,5,4860,0,1,119.36,1
,0,0,1,4860,0,1,123.75,1
0,0,0,2,4860,0,1,131.1,1
,0,0,5,4861,0,1,213.32,1
1,6,6,5,4861,0,1,127.2466667,1
,4,4,4,4861,0,1,118.3527273,1
,3,3,5,4861,0,1,130.6,1
,9,-3,4,4861,0,1,116.6494737,1
,7,3,5,4861,0,1,93.27882353,1
,5,5,4,4861,0,1,68.24666667,1
,3,3,5,4861,0,1,171.96,1
,3,3,4,4861,0,1,95.87,1
,4,4,5,4861,0,1,108.9644444,1
1,9,9,5,4861,0,0,109.2966667,1
,3,3,5,4861,0,1,75.115,1
1,7,7,4,4861,0,1,115.5066667,1
,4,4,4,4861,0,1,107.6,1
,8,8,4,4861,0,1,106.11,1
,2,2,3,4861,0,1,125.1866667,1
,0,0,5,4862,0,1,91.32444444,1
1,2,2,5,4862,0,1,107.6,1
,0,0,5,4862,0,1,101.6666667,1
0.5,22,16,5,4862,0,1,115.908,1
,2,-2,3,4862,0,1,82.16571429,1
,8,-2,1,4862,0,1,117.5509091,1
,0,0,5,4862,0,1,,1
,1,-1,5,4863,0,1,113.52,1
,3,3,5,4863,0,1,92.94,1
,2,2,5,4863,0,1,92.24,1
,6,6,5,4863,0,1,93.69333333,1
,0,0,5,4863,0,1,201.56,1
0.4,15,-3,1,4863,0,0,87.00354839,1
,3,3,5,4863,0,1,-6.434285714,1
,2,0,5,4863,0,1,72.23333333,1
,1,-1,1,4863,0,1,113.2704762,1
,0,0,5,4863,0,1,83.16,1
0,3,3,4,4863,0,1,125.27,1
,2,2,5,4863,0,1,95.84,1
,9,9,5,4863,0,1,109.7818182,1
,7,7,5,4864,0,1,102.9916667,1
,7,7,5,4864,0,1,107.6273684,1
,0,0,5,4864,0,1,82.36571429,1
,0,0,5,4864,0,1,98.79333333,1
1,4,4,5,4864,0,1,104.3057143,1
,0,0,5,4864,0,1,,1
0.928571429,9,-3,5,4864,0,1,110.9411111,1
,0,0,4,4864,0,1,62.2,1
,3,3,5,4864,0,1,117.87,1
,0,0,5,4864,0,1,119.39,1
,0,0,4,4864,0,1,98.71,1
,5,5,5,4864,0,0,142.86,1
,2,2,5,4865,0,1,124.4514286,1
0.5,7,5,2,4865,0,0,92.96666667,1
,0,0,3,4865,0,1,82.96,1
,3,3,5,4865,0,1,128.235,1
0.714285714,23,5,1,4865,0,0,104.172973,1
,2,2,5,4865,0,1,85.72,1
,0,0,5,4865,0,0,108.7058824,1
1,8,6,5,4865,0,1,94.12,1
,0,0,5,4865,0,1,,1
,10,6,5,4865,0,1,115.6945455,1
,2,-2,3,4865,0,1,81.87636364,1
,0,0,5,4865,0,1,,1
,2,2,4,4865,0,1,119.39,1
,0,0,5,4866,0,1,111.5333333,1
,0,0,5,4866,0,1,,1
,0,0,5,4866,0,1,139.0066667,1
,0,0,5,4866,0,1,97.68,1
,6,6,5,4866,0,1,183.92,1
,2,2,1,4866,0,0,115.0175,1
,4,4,4,4866,0,1,107.555,1
,13,9,4,4866,0,1,96.79384615,1
,3,3,5,4866,0,1,101,1
,2,2,3,4867,0,1,131.1,1
1,1,1,4,4867,0,1,119.39,1
1,0,0,2,4867,0,1,113.51,1
,3,3,5,4867,0,1,160.2,1
,5,-1,3,4867,0,1,123.3155556,1
,3,3,4,4868,0,1,95.12,1
,3,3,5,4868,0,1,113.54,1
,3,3,5,4868,0,1,101.5,1
,2,2,4,4868,0,1,99.82333333,1
,2,2,5,4868,0,1,123.75,1
,1,1,5,4868,0,1,104.59,1
,2,2,5,4868,0,1,183.92,1
,10,10,4,4868,0,1,99.15333333,1
,17,9,1,4868,0,1,114.5462069,1
,3,3,4,4868,0,1,98.835,1
,6,0,5,4868,0,1,113.44,1
,0,0,5,4868,0,1,137.04,1
,3,3,5,4868,0,1,,1
,9,9,5,4868,0,1,99.83333333,1
,6,6,5,4869,0,1,89.87333333,1
,3,3,5,4869,0,1,109.6066667,1
,26,22,5,4869,0,1,80.37761905,1
,3,3,5,4869,0,1,72.08,1
,5,1,5,4869,0,1,111.99,1
,3,3,5,4869,0,1,85.44444444,1
,3,3,5,4869,0,1,81.93333333,1
,6,0,5,4869,0,1,105.6173913,1
,3,3,5,4869,0,1,92.58,1
,3,3,5,4869,0,1,131.1,1
1,0,0,2,4869,0,1,148.74,1
,0,0,5,4869,0,1,115.32,1
,0,0,5,4869,0,1,135.0533333,1
,0,0,5,4870,0,1,,1
,8,6,4,4870,0,1,96.56222222,1
,19,5,5,4870,0,1,120.09,1
1,0,0,3,4870,0,1,84.74285714,1
,7,7,5,4870,0,1,98.79333333,1
1,7,3,5,4870,0,1,113.0163636,1
,6,6,5,4870,0,1,109.88,1
1,3,3,4,4871,0,1,93.92,1
,0,0,5,4871,0,1,117.38,1
,0,0,5,4871,0,1,107.38,1
0.5,20,14,3,4871,0,1,104.5302326,1
1,2,2,5,4871,0,1,119.2733333,1
,0,0,3,4871,0,1,142.86,1
0.5,28,24,5,4871,0,1,80.37761905,1
1,1,1,1,4871,0,1,33.51333333,1
,6,6,4,4871,0,1,106.6777778,1
,8,8,5,4871,0,1,109.7228571,1
,0,0,5,4872,0,1,95.12,1
1,0,0,1,4872,0,1,136.98,1
1,6,6,5,4872,0,1,135.0533333,1
,3,3,5,4872,0,1,95.05142857,1
0.954545455,12,10,5,4872,0,1,104.972973,1
1,0,0,5,4872,0,1,60.28,1
1,44,18,3,4872,0,0,66.33021277,1
1,1,1,5,4872,0,1,91.35,1
,0,0,5,4872,0,1,99.74,1
,3,3,5,4872,0,1,109.44,1
1,27,11,5,4873,0,1,109.6366667,1
