,HR,emotion_total,emotion_polarity,rating,time_difference,vine,verified_purchase,CLI,group
574,,0,0,4,4667,0,1,90.91384615,1
575,,1,1,5,4667,0,1,148.44,1
576,,0,0,5,4667,0,1,172.16,1
577,,11,11,5,4667,0,1,93.49294118,1
578,,7,7,5,4668,0,1,74.88,1
579,,7,5,2,4668,0,1,107.62,1
580,0.0,6,2,1,4668,0,1,112.5577778,1
581,,0,0,5,4668,0,1,92.58,1
582,,3,3,5,4668,0,1,148.44,1
583,1.0,0,0,3,4668,0,1,119.4,1
584,,7,7,1,4668,0,1,97.86666667,1
585,,3,3,5,4668,0,1,,1
586,,4,0,4,4668,0,1,107.66,1
587,0.8,8,-2,5,4668,0,1,105.0518519,1
588,,5,5,5,4668,0,1,94.12571429,1
589,,0,0,1,4668,0,1,104.54,1
590,,0,0,4,4669,0,1,,1
591,0.75,12,2,1,4669,0,1,111.72827590000001,1
592,,6,-6,1,4669,0,1,119.315,1
593,,0,0,2,4669,0,0,148.44,1
594,1.0,17,5,5,4669,0,1,110.615,1
595,,5,5,2,4669,0,1,69.0,1
596,,6,-2,3,4669,0,1,100.7127273,1
597,0.0,4,-4,1,4669,0,1,84.035,1
598,,2,2,5,4669,0,1,154.32,1
599,0.75,7,1,5,4669,0,1,92.62235294,1
600,,3,-1,4,4669,0,1,93.88,1
601,,1,-1,2,4669,0,1,79.55,1
602,,0,0,3,4669,0,1,,1
603,0.0,11,3,5,4670,0,1,99.47757576,1
604,,0,0,5,4670,0,1,48.43,1
605,,4,4,5,4670,0,1,178.04,1
606,0.0,7,-3,1,4670,0,1,89.05166667,1
607,1.0,0,0,5,4670,0,1,66.27,1
608,1.0,0,0,3,4670,0,1,171.96,1
609,,0,0,5,4670,0,1,125.22,1
610,,3,3,5,4670,0,1,97.68,1
611,,0,0,5,4670,0,1,109.11666670000001,1
612,1.0,4,4,3,4670,0,1,100.79777779999999,1
613,1.0,5,5,4,4670,0,1,87.85428571,1
614,,0,0,5,4670,0,1,,1
615,,0,0,5,4670,0,1,178.04,1
616,,2,2,5,4670,0,1,95.88,1
617,1.0,3,3,5,4670,0,1,,1
618,0.8,13,-11,1,4671,0,1,97.87666667,1
619,,3,3,5,4671,0,1,-22.78,1
620,0.666666667,6,6,5,4671,0,1,97.84666667,1
621,1.0,3,3,5,4671,0,1,124.72,1
622,,3,3,5,4671,0,1,,1
623,,2,2,2,4671,0,1,110.8307692,1
624,,3,3,5,4671,0,1,100.23,1
625,,0,0,5,4671,0,1,178.04,1
626,,2,2,5,4671,0,1,129.1733333,1
627,1.0,3,3,5,4671,0,1,142.56,1
628,,0,0,5,4671,0,1,,1
629,0.0,13,7,4,4672,0,1,110.76947369999999,1
630,,4,4,4,4672,0,1,59.655,1
631,,2,2,5,4672,0,1,101.72,1
632,0.0,6,6,5,4672,0,1,106.5927273,1
633,,3,3,5,4672,0,1,110.11428570000001,1
634,,4,4,5,4672,0,1,92.94,1
635,,0,0,4,4672,0,1,82.1,1
636,0.75,10,2,1,4672,0,1,104.148,1
637,,5,1,5,4673,0,1,82.9075,1
638,,0,0,3,4673,0,1,77.94666667,1
639,,6,6,4,4673,0,1,87.06,1
640,,5,5,5,4673,0,1,93.6775,1
641,,3,3,4,4673,0,1,114.80347830000001,1
642,1.0,3,3,5,4673,0,1,93.37,1
643,,3,3,5,4673,0,1,,1
644,,2,2,5,4673,0,1,129.1733333,1
645,1.0,15,15,5,4673,0,1,93.41692308,1
646,,3,3,5,4673,0,1,84.45846154,1
647,,0,0,2,4673,0,1,114.99666670000002,1
648,,2,-2,5,4673,0,1,86.26181818,1
649,,3,3,5,1818804,0,1,,1
650,,0,0,5,1818804,0,1,101.015,1
651,,3,3,5,1818804,0,1,100.7127273,1
652,,1,-1,2,1818804,0,1,92.64,1
653,,0,0,5,1818804,0,1,86.95,1
654,,0,0,5,1818804,0,1,117.41333329999999,1
655,,8,6,5,1818804,0,1,116.43333329999999,1
656,,0,0,3,1818804,0,1,118.84,1
657,,16,16,5,1818804,0,1,108.32222220000001,1
658,,5,5,5,1818804,0,1,97.975,1
659,,6,2,4,1818804,0,1,98.30333333,1
660,,3,3,5,1818804,0,1,110.47,1
661,,2,2,5,1818804,0,1,133.94,1
662,,12,10,5,1818804,0,1,95.37636364,1
663,,1,1,5,1818805,0,1,24.76,1
664,,3,3,5,1818805,0,1,107.64,1
665,,0,0,3,1818805,0,1,101.72,1
666,,1,1,5,1818805,0,1,113.44,1
667,,3,3,4,1818805,0,1,111.99,1
668,,5,1,4,1818805,0,1,109.11666670000001,1
669,,12,12,5,1818805,0,1,83.7675,1
670,1.0,7,5,2,1818805,0,1,103.04347829999999,1
671,,0,0,5,1818805,0,1,116.1,1
672,,3,3,5,1818805,0,1,103.2366667,1
673,1.0,2,2,1,1818806,0,0,89.98,1
674,,3,3,5,1818806,0,1,136.78,1
675,,0,0,5,1818806,0,1,117.41333329999999,1
676,0.0,14,0,1,1818806,0,1,92.77023256,1
677,,0,0,5,1818806,0,1,110.7781818,1
678,,2,2,4,1818806,0,1,122.23,1
679,,3,1,5,1818806,0,1,112.69142859999998,1
680,,3,3,5,1818806,0,1,66.28,1
681,0.333333333,0,0,4,1818806,0,1,154.12,1
682,,12,12,5,1818806,0,1,123.4882759,1
683,,7,7,4,1818806,0,1,102.904,1
684,,2,2,1,1818807,0,1,61.71,1
685,1.0,11,5,5,1818807,0,1,115.51111110000001,1
686,,7,7,3,1818807,0,1,93.37,1
687,,0,0,4,1818807,0,1,65.52,1
688,,6,0,3,1818807,0,1,103.0844444,1
689,1.0,0,0,3,1818807,0,1,101.68,1
690,,6,6,5,1818807,0,1,160.55,1
691,,0,0,4,1818807,0,1,171.96,1
692,,12,12,5,1818807,0,1,105.8482759,1
693,,4,4,5,1818807,0,1,100.93142859999999,1
694,0.0,0,0,5,1818807,0,1,97.68,1
695,,0,0,5,1818808,0,1,113.51,1
696,,8,8,5,1818808,0,1,94.80666667,1
697,,4,4,5,1818808,0,1,93.91555556,1
698,,11,5,4,1818808,0,1,110.7613115,1
699,,0,0,4,1818808,0,1,,1
700,,1,-1,3,1818808,0,1,148.74,1
701,1.0,5,5,5,1818808,0,1,121.94571429999999,1
702,,0,0,5,1818808,0,1,154.12,1
703,,2,2,5,1818809,0,1,107.66,1
704,1.0,7,7,5,1818809,0,1,116.46,1
705,,6,6,5,1818809,0,1,93.21777778,1
706,,5,5,5,1818809,0,1,108.4628571,1
707,,0,0,5,1818809,0,1,195.48,1
708,1.0,9,5,4,1818809,0,1,110.18571429999999,1
709,,0,0,3,1818809,0,1,89.96,1
710,,0,0,5,1818809,0,1,106.81142859999999,1
711,,4,4,5,1818809,0,1,97.315,1
712,,6,2,2,1818809,0,1,113.48307690000001,1
713,,3,3,5,1818810,0,1,95.58666667,1
714,,13,7,4,1818810,0,1,102.0989474,1
715,,2,2,4,1818810,0,1,93.69333333,1
716,,2,2,5,1818810,0,1,148.74,1
717,,10,0,4,1818810,0,1,109.62666670000002,1
718,,3,3,3,1818810,0,1,111.3175,1
719,,0,0,5,1818810,0,1,101.4666667,1
720,,19,9,5,1818810,0,1,106.69166670000001,1
721,,1,1,3,1818810,0,1,75.49818182,1
722,,3,3,5,1818810,0,1,118.3527273,1
723,,3,1,5,1818811,0,1,88.24571429,1
724,,2,2,1,1818811,0,1,92.9,1
725,1.0,2,2,2,1818811,0,1,120.835,1
726,0.333333333,23,19,5,1818811,0,1,78.03351351,1
727,,5,5,4,1818811,0,1,94.35,1
728,1.0,1,-1,1,1818811,0,1,115.48666670000001,1
729,,3,3,5,1818811,0,1,107.54666670000002,1
730,1.0,24,18,5,1818811,0,1,98.22162162,1
731,,4,4,5,1818811,0,1,110.67529409999999,1
732,,2,2,5,1818811,0,0,114.99666670000002,1
733,,1,-1,1,1818811,0,1,115.9942857,1
734,,0,0,1,1818811,0,1,125.18666670000002,1
735,,0,0,5,1818811,0,1,107.64,1
736,,5,5,5,1818812,0,1,128.06,1
737,,3,3,5,1818812,0,1,,1
738,1.0,10,10,5,1818812,0,1,91.98666667,1
739,,18,18,4,1818812,0,1,89.99454545,1
740,,1,-1,5,1818812,0,1,104.8981818,1
741,,3,3,5,1818812,0,1,171.96,1
742,1.0,2,2,5,1818812,0,1,127.24666670000002,1
743,,2,2,5,4753,0,1,102.5828571,1
744,,3,3,5,4753,0,1,183.72,1
745,,3,3,5,4753,0,1,,1
746,,0,0,5,4753,0,1,160.5,1
747,,8,6,5,4753,0,1,106.81142859999999,1
748,,0,0,4,4753,0,1,111.55555559999999,1
749,,10,10,4,4753,0,1,108.70588240000001,1
750,,0,0,5,4754,0,1,66.18666667,1
751,1.0,4,4,5,4754,0,1,101.76,1
752,1.0,6,4,4,4754,0,1,109.7818182,1
753,,4,4,3,4754,0,1,103.7066667,1
754,,0,0,5,4754,0,1,116.3,1
755,,0,0,3,4754,0,1,117.41333329999999,1
756,1.0,1,-1,2,4754,0,1,120.87666670000002,1
757,,0,0,5,4754,0,1,85.92,1
758,,0,0,5,4754,0,1,119.4,1
759,,0,0,5,4754,0,1,101.66666670000001,1
760,0.0,3,3,5,4754,0,1,,1
761,1.0,31,15,5,4754,0,0,77.21493976,1
762,,2,2,5,4754,0,1,45.47333333,1
763,0.0,3,3,1,4754,0,1,124.72,1
764,,8,8,5,4755,0,1,107.66,1
765,,0,0,5,4755,0,1,86.95,1
766,,4,2,5,4755,0,1,88.95272727,1
767,0.0,13,3,5,4755,0,1,103.9555556,1
768,,2,2,5,4755,0,1,92.9,1
769,,0,0,5,4755,0,1,122.31333329999998,1
770,,17,11,3,4756,0,1,103.8418605,1
771,0.5,6,0,1,4756,0,0,78.13333333,1
772,,2,-2,2,4756,0,1,89.32470588,1
773,0.929824561,80,2,5,4756,0,1,5.497000000000001,1
774,,3,3,5,4756,0,1,-807.38,1
775,,6,6,4,4757,0,1,183.72,1
776,,0,0,3,4757,0,1,110.595,1
777,0.0,3,3,5,4757,0,1,,1
778,,1,-1,3,4757,0,1,107.63,1
779,,0,0,4,4757,0,1,113.52,1
780,,0,0,5,4758,0,1,,1
781,0.0,0,0,2,4758,0,1,104.59,1
782,,9,3,4,4758,0,1,102.1914286,1
783,1.0,5,3,5,4758,0,1,119.39,1
784,,5,5,5,4758,0,1,107.64,1
785,,3,1,4,4758,0,1,93.615,1
786,,3,3,5,4758,0,1,109.60666670000002,1
787,1.0,9,3,3,4758,0,1,95.89333333,1
788,,3,3,3,4758,0,1,98.83,1
789,,1,1,2,4759,0,1,107.34666670000001,1
790,,5,5,4,4759,0,1,114.4338462,1
791,1.0,5,5,5,4759,0,1,97.3775,1
792,0.623076923,13,-7,1,4759,0,1,120.02367350000002,1
793,,0,0,4,4759,0,1,71.95,1
794,,0,0,5,4759,0,1,131.1,1
795,,0,0,5,4759,0,1,113.51,1
796,0.0,2,2,5,4759,0,1,142.8266667,1
797,,3,3,3,4759,0,1,201.56,1
798,,5,5,5,4759,0,1,119.42,1
799,,0,0,5,4759,0,1,91.8,1
800,,12,6,5,4759,0,1,113.52,1
801,,3,3,4,4760,0,1,103.0844444,1
802,,8,8,5,4760,0,1,103.2366667,1
803,,0,0,3,4760,0,1,83.04666667,1
804,0.0,0,0,1,4760,0,1,119.30666670000001,1
805,1.0,3,3,5,4760,0,1,171.96,1
806,,0,0,5,4760,0,1,189.8,1
807,1.0,11,11,5,4760,0,1,110.8307692,1
808,0.5,1,-1,1,4760,0,1,89.88,1
809,,2,2,5,4760,0,1,90.82285714,1
810,,4,4,5,4761,0,1,148.44,1
811,,16,14,5,4761,0,1,111.8728571,1
812,,0,0,5,4761,0,1,-47.0,1
813,1.0,6,6,5,4761,0,1,94.83272727,1
814,,3,3,5,4761,0,1,98.71,1
815,,6,6,5,4761,0,1,103.0844444,1
816,,3,-3,2,4761,0,1,125.27,1
817,,0,0,5,4761,0,1,101.75,1
818,,0,0,5,4761,0,1,189.8,1
819,,0,0,2,4761,0,1,101.75,1
820,,5,5,5,4762,0,1,109.60666670000002,1
821,,1,1,3,4762,0,1,113.51,1
822,,5,3,5,4762,0,1,107.66,1
823,0.0,3,3,4,4762,0,1,154.32,1
824,,0,0,4,4762,0,1,125.27,1
825,,0,0,3,4762,0,1,131.0666667,1
826,,0,0,5,4762,0,1,160.2,1
827,,2,0,2,4762,0,1,119.42,1
828,,4,4,4,4762,0,1,113.5,1
829,1.0,9,9,5,4762,0,1,93.21777778,1
830,,4,2,4,4762,0,1,86.7,1
831,,6,6,5,4762,0,1,154.62,1
832,1.0,7,5,4,4763,0,1,105.71333329999999,1
833,,8,8,5,4763,0,1,98.35428571,1
834,,5,3,5,4763,0,1,94.03090909,1
835,,3,3,5,4763,0,1,94.92,1
836,,1,1,5,4763,0,1,113.51,1
837,,0,0,5,4763,0,1,117.41333329999999,1
838,,0,0,4,4763,0,1,154.62,1
839,1.0,0,0,1,4763,0,1,116.3,1
840,1.0,20,20,4,4763,0,1,109.436,1
841,,0,0,5,4764,0,1,60.2,1
842,,2,2,5,4764,0,1,131.1,1
843,0.75,23,17,5,4764,0,1,101.1733333,1
844,,1,1,2,4764,0,1,83.79333333,1
845,,3,-1,5,4764,0,1,87.98,1
846,,10,8,5,4764,0,1,105.2235294,1
847,,8,2,4,4764,0,1,95.86,1
848,,8,8,4,4764,0,0,105.67555559999998,1
849,,0,0,5,4764,0,1,131.0666667,1
850,,0,0,5,4764,0,1,142.36,1
851,,4,4,4,4764,0,1,92.94,1
852,,3,3,5,4764,0,1,101.72,1
853,,2,0,1,4764,0,1,104.6733333,1
854,,3,3,4,4764,0,1,113.26,1
855,,5,1,2,4764,0,1,104.30571429999999,1
856,,0,0,5,4764,0,1,95.42,1
857,,3,3,5,4765,0,1,119.4,1
858,,5,-5,1,4765,0,1,106.31538459999999,1
859,,1,1,5,4765,0,1,55.34285714,1
860,1.0,0,0,5,4765,0,1,125.2,1
861,0.0,2,2,1,4765,0,1,91.47666667,1
862,1.0,2,-2,1,4765,0,1,117.90814809999999,1
863,,2,-2,5,4765,0,1,89.915,1
864,,7,7,3,4765,0,1,99.07076923,1
865,,2,2,3,4765,0,1,111.99,1
866,,0,0,4,4765,0,1,154.62,1
867,1.0,3,3,5,4765,0,1,125.28,1
868,1.0,1,1,5,4765,0,1,116.43333329999999,1
869,,5,-3,1,4766,0,1,116.58758619999999,1
870,,4,2,5,4766,0,1,76.51,1
871,,0,0,5,4766,0,1,201.56,1
872,,0,0,5,4766,0,1,154.62,1
873,1.0,2,2,1,4766,0,0,107.63,1
874,,0,0,3,4766,0,1,91.47666667,1
875,,6,6,5,4766,0,1,106.11,1
876,0.75,5,5,5,4766,0,1,108.78,1
877,0.0,6,0,1,4766,0,1,122.7026087,1
878,,8,8,5,4766,0,1,114.955,1
879,,3,3,5,4766,0,1,,1
880,,9,5,5,4767,0,1,105.70333329999998,1
881,,0,0,5,4767,0,1,106.88,1
882,,0,0,1,4767,0,1,107.63,1
883,,3,3,5,4767,0,1,201.56,1
884,,0,0,5,4767,0,0,125.27,1
885,,3,-3,5,4767,0,1,92.94,1
886,,3,3,5,4767,0,1,101.675,1
887,1.0,5,5,5,4767,0,1,110.47,1
888,,10,6,4,4767,0,1,90.43142857,1
889,,6,6,5,4767,0,1,87.06,1
890,,0,0,5,4767,0,1,124.52,1
891,1.0,0,0,2,4767,0,1,117.41333329999999,1
892,1.0,6,2,5,4767,0,1,93.85739129999999,1
893,,0,0,5,4767,0,0,98.52,1
894,,3,3,3,4767,0,1,104.6733333,1
895,,0,0,5,4768,0,1,102.1914286,1
896,,3,3,5,4768,0,1,84.04,1
897,,0,0,5,4768,0,1,117.38,1
898,,1,1,3,4768,0,1,95.84,1
899,,3,3,5,4768,0,1,122.5907692,1
900,,0,0,3,4768,0,1,92.83,1
901,,0,0,5,4768,0,1,129.1733333,1
902,,4,-2,1,4768,0,1,122.5907692,1
903,,5,5,5,4768,0,1,103.56,1
904,1.0,6,6,5,4768,0,1,105.65333329999999,1
905,,0,0,5,4768,0,1,183.92,1
906,1.0,7,5,5,4768,0,1,109.1375,1
907,,2,2,5,4768,0,1,,1
908,,2,0,5,4768,0,0,101.79,1
909,,0,0,5,4768,0,1,100.6866667,1
910,,3,3,5,4769,0,1,213.32,1
911,,2,2,5,4769,0,1,125.27,1
912,,7,5,5,4769,0,1,109.33660379999999,1
913,,3,3,5,4769,0,0,93.2,1
914,,2,2,5,4769,0,1,119.30666670000001,1
915,0.0,0,0,3,4769,0,1,108.32222220000001,1
916,,2,2,5,4769,0,1,97.19,1
917,,0,0,5,4769,0,1,125.28,1
918,,3,3,5,4769,0,1,148.44,1
919,,0,0,5,4769,0,1,142.86,1
920,,24,24,5,4769,0,1,110.7613115,1
921,,15,15,5,4769,0,0,99.30555556,1
922,1.0,6,6,5,4770,0,1,78.0,1
923,1.0,14,14,5,4770,0,1,104.63225809999999,1
924,,14,14,5,4770,0,1,106.62482759999999,1
925,0.0,3,3,5,4770,0,1,95.87238095,1
926,,0,0,5,4770,0,1,88.92666667,1
927,,0,0,4,4770,0,1,122.31333329999998,1
928,,9,3,5,4770,0,1,100.31,1
929,0.5,4,0,3,4770,0,1,109.11,1
930,,9,3,5,4770,0,0,95.11473684,1
931,1.0,2,-2,5,4770,0,1,79.06,1
932,1.0,2,-2,1,4770,0,1,120.3138462,1
933,,2,2,5,4770,0,1,83.82666667,1
934,1.0,6,6,5,4771,0,1,101.4075,1
935,,0,0,5,4771,0,1,95.58666667,1
936,,6,2,5,4771,0,1,112.30105259999998,1
937,1.0,8,6,3,4771,0,1,97.11166667,1
938,,3,3,5,4771,0,1,35.92,1
939,,2,-2,1,4771,0,1,133.12666670000002,1
940,,11,1,4,4771,0,1,104.30571429999999,1
941,,18,0,5,4771,0,1,109.4675,1
942,0.0,7,1,1,4771,0,1,126.34142859999999,1
943,,5,5,1,4771,0,1,101.7090909,1
944,,15,15,5,4771,0,1,114.3771429,1
945,,5,-5,2,4771,0,0,111.01,1
946,,2,2,5,4772,0,1,107.5371429,1
947,,1,1,4,4772,0,1,119.32,1
948,,6,2,5,4772,0,1,102.6738462,1
949,,4,4,5,4772,0,1,98.12,1
950,0.0,3,3,5,4772,0,1,110.47,1
951,,1,-1,4,4772,0,1,101.0847059,1
952,,0,0,5,4772,0,1,171.96,1
953,,2,2,5,4772,0,1,183.92,1
954,,2,2,5,4772,0,1,125.27,1
955,,0,0,5,4772,0,1,106.81142859999999,1
956,,0,0,5,4772,0,1,107.63,1
957,,0,0,3,4772,0,1,129.22333329999998,1
958,,0,0,5,4772,0,1,104.59,1
959,,2,2,4,4773,0,1,110.105,1
960,,0,0,5,4773,0,1,64.09333333,1
961,1.0,22,22,5,4773,0,1,100.616,1
962,,6,6,5,4773,0,1,110.16,1
963,,2,2,4,4773,0,1,89.03777778,1
964,0.5,7,7,2,4773,0,1,100.0771429,1
965,1.0,5,-1,5,4773,0,1,108.98,1
966,,5,5,5,4773,0,1,74.74,1
967,1.0,13,7,5,4773,0,1,111.23757579999999,1
968,0.5,2,-2,1,4773,0,1,83.96,1
969,,8,8,5,4773,0,1,126.60444440000002,1
970,,0,0,5,4773,0,1,92.83,1
971,,5,5,5,1818814,0,1,100.7127273,1
972,,3,3,5,1818814,0,1,,1
973,,3,3,5,1818814,0,1,124.45142859999999,1
974,,0,0,5,1818814,0,1,160.2,1
975,,3,3,5,1818814,0,1,,1
976,,6,6,4,1818814,0,1,201.56,1
977,,2,2,5,1818814,0,1,121.36666670000001,1
978,,0,0,3,1818814,0,1,160.2,1
979,,0,0,4,1818814,0,1,201.56,1
980,,45,19,3,1818814,0,1,41.13521127,1
981,,1,1,3,1818814,0,1,-129.25333329999998,1
982,,3,3,5,1818814,0,1,111.53333329999998,1
983,,0,0,5,1818814,0,1,189.8,1
984,,6,6,5,1818814,0,1,142.86,1
985,,12,8,5,1818814,0,1,96.56222222,1
986,,5,5,4,1818814,0,1,103.855,1
987,1.0,4,4,5,1818814,0,1,85.59666667,1
988,,3,-3,3,1818814,0,0,92.91333333,1
989,,0,0,5,1818815,0,1,225.08,1
990,,12,12,5,1818815,0,1,95.87,1
991,,3,3,4,1818815,0,1,,1
992,,2,2,2,1818815,0,1,154.62,1
993,,0,0,4,1818815,0,1,225.08,1
994,,0,0,5,1818815,0,1,129.1733333,1
995,0.833333333,10,2,1,1818815,0,1,113.2704762,1
996,,10,6,4,1818815,0,1,108.1907143,1
997,,3,3,5,1818815,0,1,-23.28,1
998,,3,3,5,1818815,0,1,101.75,1
999,1.0,4,4,5,1818815,0,1,131.18,1
1000,,3,3,5,1818815,0,1,160.2,1
1001,,6,6,5,1818815,0,1,111.53333329999998,1
1002,,2,2,1,1818815,0,0,103.7466667,1
1003,,6,6,5,1818815,0,1,93.86,1
1004,,7,7,5,1818816,0,1,102.6738462,1
1005,,0,0,5,1818816,0,1,111.99,1
1006,0.80952381,6,-4,1,1818816,0,1,98.24799999999999,1
1007,0.8,21,3,4,1818816,0,1,65.73183673,1
1008,1.0,4,0,5,1818816,0,1,101.04421049999999,1
1009,,12,12,4,1818816,0,1,109.11,1
1010,,3,3,5,1818816,0,1,124.72,1
1011,,0,0,5,1818816,0,1,135.05333330000002,1
1012,,1,-1,1,1818816,0,1,121.98,1
1013,1.0,7,-3,5,1818816,0,1,102.1914286,1
1014,,2,-2,4,1818817,0,1,118.32666670000002,1
1015,,2,2,3,1818817,0,1,120.2228571,1
1016,1.0,2,2,1,1818817,0,0,105.6173913,1
1017,,5,5,5,1818817,0,1,69.11,1
1018,,2,2,5,1818817,0,1,115.32,1
1019,,0,0,5,1818817,0,1,131.1,1
1020,,8,8,5,1818817,0,1,118.3527273,1
1021,,3,3,5,1818817,0,1,116.46,1
1022,,1,1,5,1818817,0,1,97.19,1
1023,,0,0,5,1818817,0,1,207.44,1
1024,,4,0,3,1818817,0,1,95.63047619,1
1025,,11,7,3,1818817,0,1,109.1852632,1
1026,,0,0,5,1818817,0,1,112.76,1
1027,,0,0,5,1818817,0,1,129.1733333,1
1028,,6,6,5,1818817,0,1,97.84666667,1
1029,,13,3,4,1818818,0,1,102.57235290000001,1
1030,,3,3,5,1818818,0,1,20.64,1
1031,0.5,14,8,5,1818818,0,1,109.3059259,1
1032,,0,0,5,1818818,0,1,,1
1033,,6,6,5,1818818,0,1,90.02,1
1034,,1,1,5,1818818,0,1,112.775,1
1035,1.0,12,4,3,1818818,0,1,121.6784615,1
1036,,4,4,4,1818818,0,1,101.6571429,1
1037,,1,-1,5,1818818,0,1,131.16,1
1038,0.5,2,2,3,1818819,0,1,88.55,1
1039,,6,4,4,1818819,0,1,106.87111110000001,1
1040,,0,0,5,1818819,0,1,29.84,1
1041,,3,3,5,1818819,0,1,213.32,1
1042,,4,4,5,1818819,0,1,113.52,1
1043,1.0,5,5,5,1818819,0,1,114.99666670000002,1
1044,,3,3,5,1818819,0,1,86.7,1
1045,1.0,2,2,4,1818819,0,1,107.64,1
1046,1.0,4,4,5,1818819,0,1,108.4628571,1
1047,,1,-1,1,1818819,0,1,101.79,1
1048,,7,7,5,1818819,0,1,109.2688889,1
1049,,4,0,3,1818819,0,1,89.97333333,1
1050,,0,0,3,1818819,0,1,116.3,1
1051,,7,7,4,1818819,0,1,101.78,1
1052,1.0,22,-14,4,1818819,0,1,117.1175758,1
1053,1.0,0,0,5,1818819,0,1,61.71,1
1054,,3,3,5,1818819,0,1,201.56,1
1055,,10,8,5,1818819,0,1,105.70333329999998,1
1056,1.0,0,0,5,1818820,0,1,95.88,1
1057,,11,11,5,1818820,0,1,118.72470590000002,1
1058,,3,3,5,1818820,0,0,95.8,1
1059,,3,3,5,1818820,0,1,107.63,1
1060,,2,2,5,1818820,0,1,125.28,1
1061,,5,5,3,1818820,0,1,95.8,1
1062,,0,0,5,1818820,0,1,213.32,1
1063,,4,4,5,1818820,0,1,95.91,1
1064,,3,-3,1,1818820,0,1,74.455,1
1065,,4,2,3,1818820,0,1,100.23,1
1066,,10,6,5,1818820,0,1,105.45833329999999,1
1067,,6,6,5,1818820,0,1,95.75333333,1
1068,,1,1,5,1818821,0,1,123.26,1
1069,,5,5,5,1818821,0,1,125.18666670000002,1
1070,0.5,4,0,5,1818821,0,1,94.12571429,1
1071,1.0,5,5,3,1818821,0,1,83.13,1
1072,1.0,22,6,3,1818821,0,0,108.77811319999999,1
1073,,0,0,5,1818821,0,1,21.42,1
1074,0.8,19,17,5,1818821,0,1,97.14967742,1
1075,0.0,0,0,1,1818822,0,1,73.595,1
1076,,3,3,5,1818822,0,1,183.72,1
1077,,0,0,5,1818822,0,1,154.62,1
1078,1.0,5,1,1,1818822,0,0,105.58709679999998,1
1079,,3,3,5,1818822,0,1,97.71818182,1
1080,1.0,8,8,3,4852,0,1,105.9571429,1
1081,,0,0,5,4852,0,0,98.71,1
1082,,19,15,5,4852,0,1,98.94758621,1
1083,,2,0,4,4852,0,1,80.335,1
1084,,4,4,5,4852,0,1,123.29333329999999,1
1085,0.625,5,3,1,4852,0,1,115.7984615,1
1086,,20,20,5,4852,0,1,102.4355556,1
1087,1.0,5,5,5,4853,0,1,65.20666667,1
1088,,1,1,1,4853,0,1,107.38,1
1089,,9,9,5,4853,0,1,92.54571429,1
1090,1.0,1,1,3,4853,0,1,105.67555559999998,1
1091,,2,2,5,4853,0,1,117.87,1
1092,,0,0,5,4853,0,1,,1
1093,,23,1,1,4853,0,1,98.93025641,1
1094,,6,6,5,4853,0,1,45.39,1
1095,,4,2,2,4853,0,1,107.54666670000002,1
1096,,23,17,5,4853,0,1,87.51428571,1
1097,1.0,8,8,5,4853,0,1,102.2072727,1
1098,,0,0,5,4853,0,1,128.06,1
1099,,0,0,5,4854,0,1,154.62,1
1100,,3,3,5,4854,0,1,100.93142859999999,1
1101,,0,0,5,4854,0,1,122.18,1
1102,,3,3,5,4854,0,1,183.92,1
1103,,0,0,2,4855,0,1,183.92,1
1104,,7,5,5,4855,0,1,84.14,1
1105,,0,0,5,4855,0,1,87.81333333,1
1106,,2,2,4,4855,0,1,183.92,1
1107,,0,0,5,4855,0,1,142.86,1
1108,,0,0,5,4856,0,1,101.66666670000001,1
1109,,6,6,5,4856,0,1,137.03,1
1110,,3,3,5,4856,0,1,111.53333329999998,1
1111,,3,3,5,4856,0,1,,1
1112,,13,3,5,4856,0,0,127.66799999999999,1
1113,0.954545455,7,-1,5,4856,0,1,112.285,1
1114,1.0,2,2,1,4856,0,1,83.88,1
1115,,0,0,5,4856,0,1,142.36,1
1116,,6,4,4,4856,0,1,111.53333329999998,1
1117,0.666666667,3,3,2,4856,0,1,99.96827586,1
1118,,4,4,5,4856,0,1,42.46666667,1
1119,,7,-1,3,4856,0,1,96.94588235,1
1120,0.0,2,2,1,4856,0,1,103.56,1
1121,,2,2,5,4857,0,1,91.32444444,1
1122,,0,0,5,4857,0,1,154.32,1
1123,1.0,0,0,1,4857,0,1,129.1733333,1
1124,0.0,2,-2,2,4857,0,0,105.70333329999998,1
1125,,3,3,5,4857,0,1,129.63,1
1126,0.0,3,3,5,4857,0,1,230.96,1
1127,0.0,0,0,3,4857,0,1,104.30571429999999,1
1128,0.0,0,0,5,4857,0,1,95.12,1
1129,,0,0,5,4857,0,1,107.64,1
1130,,6,6,4,4857,0,1,105.6173913,1
1131,1.0,2,2,3,4857,0,1,95.33090909,1
1132,,2,2,5,4857,0,1,113.26,1
1133,,3,3,5,4858,0,1,201.56,1
1134,,0,0,5,4858,0,1,131.1,1
1135,,0,0,5,4858,0,1,135.05333330000002,1
1136,,0,0,4,4858,0,1,183.92,1
1137,,0,0,5,4858,0,1,100.93142859999999,1
1138,,2,2,5,4858,0,1,115.6618182,1
1139,,0,0,3,4858,0,1,104.59,1
1140,,0,0,1,4858,0,1,183.92,1
1141,,4,4,5,4858,0,1,113.48307690000001,1
